City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
448,The Valley,18.217,-63.0578,89.46,66,40,18.41,AI,haze
449,Amapa,1.0,-52.0,84.29,66,100,0.47,BR,overcast clouds
450,San Carlos De Bariloche,-41.1456,-71.3082,47.95,31,0,4.61,AR,clear sky
451,Baruun-Urt,46.6806,113.2792,55.81,92,31,6.93,MN,scattered clouds
452,Delta,5.5,6.0,74.39,92,100,4.21,NG,overcast clouds
453,San Joaquin,37.9333,-121.3011,91.98,47,1,4.61,US,clear sky
454,Kaeo,-35.1,173.7833,43.32,93,50,11.86,NZ,scattered clouds
455,La Asuncion,11.0333,-63.8628,89.33,48,40,8.05,VE,scattered clouds
456,Chardara,41.2547,67.9692,83.23,22,0,8.63,KZ,clear sky
457,Maniitsoq,65.4167,-52.9,41.79,85,42,2.86,GL,scattered clouds
458,Kaitangata,-46.2817,169.8464,37.31,88,98,9.6,NZ,overcast clouds
459,Phan Thiet,10.9333,108.1,79.11,90,11,9.19,VN,few clouds
460,Clarence Town,-32.5833,151.7833,56.86,82,100,2.46,AU,overcast clouds
461,Taphan Hin,16.2209,100.4198,81.0,78,100,4.23,TH,overcast clouds
462,Guadalupe Y Calvo,26.1,-106.9667,67.03,67,98,4.81,MX,overcast clouds
463,Tilichiki,60.4667,166.1,47.84,71,89,7.81,RU,overcast clouds
464,Mantua,45.1667,10.7833,86.95,47,16,1.99,IT,few clouds
465,Omsukchan,62.5333,155.8,46.83,80,6,5.1,RU,clear sky
466,Naron,43.5167,-8.1528,68.59,74,100,3.69,ES,overcast clouds
467,Muriti,-1.9833,32.9167,74.82,67,6,8.37,TZ,clear sky
468,Dosso,13.049,3.1937,86.67,58,95,10.54,NE,overcast clouds
469,Panama City,8.9936,-79.5197,87.75,82,40,6.91,PA,scattered clouds
470,Wagrowiec,52.8084,17.1996,71.42,59,100,7.9,PL,overcast clouds
471,Divnomorskoye,44.5011,38.1353,74.16,78,96,5.35,RU,overcast clouds
472,Cabay,13.8783,121.3772,79.9,91,100,4.59,PH,overcast clouds
473,Namwala,-15.7504,26.4384,68.04,30,0,7.31,ZM,clear sky
474,Sola,-13.8833,167.55,75.38,89,100,21.34,VU,moderate rain
475,Severo-Kurilsk,50.6789,156.125,53.08,85,12,11.56,RU,few clouds
476,Talaya,61.3833,152.75,50.61,82,100,4.45,RU,overcast clouds
477,Adre,13.4667,22.2,68.97,93,47,5.57,TD,scattered clouds
478,Sisimiut,66.9395,-53.6735,43.23,83,96,5.17,GL,overcast clouds
479,Haapiti,-17.5667,-149.8667,80.33,72,23,7.16,PF,few clouds
480,Uige,-7.6087,15.0613,70.09,58,33,2.66,AO,scattered clouds
481,Kimbe,-5.5502,150.1429,74.77,91,91,3.24,PG,overcast clouds
482,Arlit,18.7369,7.3853,95.9,23,100,18.59,NE,overcast clouds
483,Southbridge,42.0751,-72.0334,85.23,70,98,4.9,US,overcast clouds
484,Juegang,32.3174,121.1855,74.57,83,89,1.01,CN,light rain
485,Port Augusta,-32.5,137.7667,42.71,66,0,4.7,AU,clear sky
486,Tizimin,21.15,-88.15,100.33,28,11,6.4,MX,few clouds
487,Chute-Aux-Outardes,49.1168,-68.399,70.11,59,1,8.05,CA,clear sky
488,Escarcega,18.6089,-90.7454,100.13,26,16,5.26,MX,few clouds
489,Port Loko,8.7667,-12.7833,76.8,80,97,6.76,SL,overcast clouds
490,Lahad Datu,5.0268,118.327,77.16,88,100,1.14,MY,overcast clouds
491,Sao Lourenco Do Sul,-31.3653,-51.9783,86.05,64,3,4.88,BR,clear sky
492,Sur,22.5667,59.5289,88.86,58,6,13.24,OM,clear sky
493,Pringsewu,-5.3582,104.9744,73.78,98,28,0.96,ID,scattered clouds
494,San Juan,-31.5375,-68.5364,59.58,25,1,20.13,AR,clear sky
495,Mitu,1.1983,-70.1733,84.56,66,100,0.96,CO,overcast clouds
496,Auki,-8.7676,160.7034,75.72,89,51,4.45,SB,broken clouds
497,Mitsamiouli,-11.3847,43.2844,77.23,64,13,7.05,KM,few clouds
498,Roald,62.5833,6.1333,69.85,88,0,10.36,NO,clear sky
499,Druzhba,52.0428,33.9453,66.06,75,0,7.7,UA,clear sky
500,Strezhevoy,60.7333,77.5889,66.18,69,100,4.92,RU,overcast clouds
501,Kintampo,8.0563,-1.7306,73.4,93,99,4.38,GH,overcast clouds
502,Kavaratti,10.5669,72.642,80.65,81,100,18.61,IN,moderate rain
503,Malartic,48.1335,-78.1328,72.01,74,100,8.46,CA,overcast clouds
504,Baykit,61.67,96.37,61.18,63,100,3.24,RU,overcast clouds
505,Preobrazheniye,42.9019,133.9064,64.2,84,100,15.3,RU,overcast clouds
506,Chara,56.9064,118.2631,59.9,81,100,0.83,RU,overcast clouds
507,Aginskoye,51.1,114.53,58.21,86,100,4.68,RU,overcast clouds
508,Beaverlodge,55.2166,-119.4361,58.35,48,36,7.23,CA,scattered clouds
509,Ribeirao Branco,-24.2208,-48.7656,66.13,60,91,2.24,BR,overcast clouds
510,Otradnoye,59.7775,30.8181,68.05,94,100,4.41,RU,overcast clouds
511,Ranfurly,-45.1333,170.1,28.65,95,100,6.02,NZ,light snow
512,Penzance,50.1186,-5.5371,61.81,91,100,15.57,GB,moderate rain
513,Bartica,6.4,-58.6167,91.72,60,57,3.8,GY,broken clouds
514,Muzhi,65.3667,64.6667,55.72,89,100,13.49,RU,overcast clouds
515,Kashary,49.04,41.0056,76.87,43,93,2.19,RU,overcast clouds
516,Cochrane,51.1834,-114.4687,63.45,53,90,2.3,CA,overcast clouds
517,Muisne,0.6,-80.0333,77.38,79,80,11.3,EC,broken clouds
518,Amberley,39.2048,-84.428,91.06,55,75,1.99,US,broken clouds
519,Dodoma,-6.1722,35.7395,68.11,50,8,11.32,TZ,clear sky
520,Flinders,-34.5833,150.8552,50.2,82,100,1.01,AU,overcast clouds
521,Anjiang,27.3194,110.1031,80.46,84,99,1.77,CN,overcast clouds
522,Taksimo,56.3444,114.8794,59.59,98,100,1.21,RU,overcast clouds
523,Road Town,18.4167,-64.6167,82.44,89,20,4.61,VG,few clouds
524,Turkistan,43.0,68.0,88.7,15,0,19.93,KZ,clear sky
525,Peto,20.1333,-88.9167,101.14,27,16,5.5,MX,few clouds
526,Mangai,-4.05,19.5333,82.56,38,100,1.54,CD,overcast clouds
527,Pauini,-7.7136,-66.9764,100.94,19,7,0.63,BR,clear sky
528,Rovaniemi,66.5,25.7167,58.41,88,90,12.66,FI,overcast clouds
529,Panarukan,-7.7018,113.9184,76.1,88,49,3.58,ID,scattered clouds
530,Srednekolymsk,67.45,153.6833,55.4,62,20,2.98,RU,few clouds
531,Richards Bay,-28.783,32.0377,70.47,52,0,12.91,ZA,clear sky
532,Taylorville,39.5489,-89.2945,89.47,70,40,12.66,US,scattered clouds
533,Gat,31.61,34.7642,83.08,100,0,3.89,IL,clear sky
534,Fairbanks,64.8378,-147.7164,62.1,81,90,9.22,US,overcast clouds
535,Chicama,-7.8447,-79.1469,64.94,57,1,11.14,PE,clear sky
536,Tessalit,20.1986,1.0114,92.8,25,100,18.84,ML,overcast clouds
537,Paragould,36.0584,-90.4973,89.42,51,100,14.99,US,overcast clouds
538,Noumea,-22.2763,166.4572,60.78,58,81,10.0,NC,broken clouds
539,Longyearbyen,78.2186,15.6401,44.44,81,20,12.66,SJ,few clouds
540,Kushmurun,52.4503,64.6311,62.6,70,69,10.38,KZ,broken clouds
541,Puerto Escondido,15.85,-97.0667,85.84,71,72,11.05,MX,broken clouds
542,San Miguelito,9.0333,-79.5,87.24,83,40,1.99,PA,scattered clouds
543,Seoul,37.5683,126.9778,76.44,84,0,4.61,KR,clear sky
544,Hay River,60.8156,-115.7999,46.38,93,90,10.36,CA,light rain
545,Bangkalan,-7.0455,112.7351,80.55,87,21,7.23,ID,few clouds
546,Ferrol,43.4832,-8.2369,68.27,77,100,4.03,ES,overcast clouds
547,Port Alberni,49.2413,-124.8028,69.93,65,11,3.0,CA,few clouds
548,Teya,60.3778,92.6267,57.2,79,100,3.27,RU,overcast clouds
549,Fort Nelson,58.8053,-122.7002,56.79,77,75,2.3,CA,broken clouds
550,Dabat,12.9842,37.765,53.15,94,100,4.54,ET,overcast clouds
551,Jawhar,2.7809,45.5005,75.61,83,100,17.09,SO,overcast clouds
552,Bud,39.447,-86.1758,89.04,64,99,8.52,US,overcast clouds
553,Goderich,43.7501,-81.7165,77.92,78,100,8.05,CA,overcast clouds
554,Manacapuru,-3.2997,-60.6206,91.98,50,100,1.97,BR,overcast clouds
555,Sungai Besar,3.6746,100.9867,77.05,91,85,3.2,MY,overcast clouds
556,Honningsvag,70.9821,25.9704,69.33,48,0,8.05,NO,clear sky
557,Maceio,-9.6658,-35.7353,81.84,61,40,12.66,BR,scattered clouds
558,Balkanabat,39.5108,54.3671,98.74,12,0,8.72,TM,clear sky
559,Pochutla,15.7432,-96.4661,88.83,65,87,9.17,MX,overcast clouds
560,Burley,42.5357,-113.7928,78.71,33,1,14.97,US,haze
561,Mammaste,58.068,27.0474,66.09,64,100,7.02,EE,light rain
562,Ullapool,57.8987,-5.1604,65.35,77,65,2.51,GB,broken clouds
563,Puerto Baquerizo Moreno,-0.9,-89.6,74.39,73,75,14.97,EC,broken clouds
564,Mehamn,71.0357,27.8492,69.75,43,0,12.66,NO,clear sky
565,Coquimbo,-29.9533,-71.3436,60.53,63,75,8.05,CL,broken clouds
566,Limulunga,-15.0969,23.1376,68.22,21,0,6.58,ZM,clear sky
567,Zalari,53.5584,102.5065,52.88,62,20,1.72,RU,few clouds
568,Udachnyy,66.4167,112.4,48.78,90,12,3.27,RU,few clouds
569,Kudahuvadhoo,2.6708,72.8944,82.8,74,100,10.22,MV,overcast clouds
570,Liusha,27.2098,108.59,72.88,93,100,1.03,CN,moderate rain
571,Namtsy,62.7161,129.6658,53.71,58,12,4.56,RU,few clouds
572,Samarai,-10.6167,150.6667,77.43,79,94,15.5,PG,overcast clouds
573,Kalisz,51.7611,18.091,66.72,61,100,3.96,PL,overcast clouds
574,Mecca,21.4267,39.8261,93.29,33,39,8.14,SA,scattered clouds
575,Lensk,60.7253,114.9278,54.36,95,100,2.24,RU,overcast clouds
576,Peno,56.9262,32.7426,59.43,87,100,3.13,RU,overcast clouds
577,Sai Buri,6.7013,101.6168,77.61,86,87,4.81,TH,overcast clouds
578,Suriapet,17.15,79.6167,82.99,67,32,2.82,IN,scattered clouds
579,Innisfail,-17.5333,146.0333,66.02,88,80,4.74,AU,broken clouds
580,La Grande,45.3246,-118.0877,70.11,39,1,13.04,US,clear sky
581,Bonoua,5.2741,-3.595,76.62,87,30,7.63,CI,scattered clouds
582,Charters Towers,-20.1,146.2667,55.51,93,0,7.45,AU,clear sky
583,San Juan Ixcoy,15.5997,-91.4453,72.45,56,90,3.87,GT,overcast clouds
584,Shingu,33.7333,135.9833,82.9,94,100,22.12,JP,overcast clouds
585,Malabugas,9.3681,122.7678,79.11,81,100,4.97,PH,light rain
586,Ust-Karsk,52.7011,118.8077,61.25,99,100,3.15,RU,overcast clouds
587,Lucapa,-8.4192,20.7447,73.31,18,20,1.59,AO,few clouds
588,Nanakuli,21.3906,-158.1547,80.55,57,1,4.61,US,clear sky
589,Upata,8.0086,-62.3989,80.1,81,100,1.99,VE,overcast clouds
590,Peleduy,59.6289,112.7406,53.38,92,100,1.95,RU,light rain
591,Am Timan,11.0297,20.2827,69.57,94,98,2.13,TD,overcast clouds
592,Andenes,69.3143,16.1194,62.58,67,0,5.75,NO,clear sky
593,Santa Marta,11.2408,-74.199,91.35,70,100,14.83,CO,overcast clouds
594,Sept-Iles,50.2001,-66.3821,66.72,56,40,5.99,CA,scattered clouds
595,Leh,34.1667,77.5833,62.89,49,29,6.13,IN,scattered clouds
596,San Rafael,-34.6177,-68.3301,48.38,52,100,12.88,AR,overcast clouds
597,Isla Mujeres,21.2311,-86.731,85.86,66,6,10.56,MX,clear sky
598,Megion,61.0296,76.1136,66.22,70,91,8.19,RU,overcast clouds
599,Ambilobe,-13.2,49.05,71.17,84,100,2.71,MG,overcast clouds
600,Tarauaca,-8.1614,-70.7656,98.56,24,6,2.89,BR,clear sky
601,Xai-Xai,-25.0519,33.6442,62.44,72,0,8.9,MZ,clear sky
602,Ahipara,-35.1667,173.1667,49.24,69,100,20.96,NZ,overcast clouds
603,Sambava,-14.2667,50.1667,70.39,84,54,11.65,MG,broken clouds
604,Sumenep,-7.0167,113.8667,78.98,84,47,9.89,ID,scattered clouds
605,Manta,-0.95,-80.7333,78.58,69,75,6.91,EC,broken clouds
606,Chernyshevskiy,63.0128,112.4714,55.71,61,100,2.06,RU,overcast clouds
607,Ewa Beach,21.3156,-158.0072,80.55,62,1,4.61,US,clear sky
608,Ahuimanu,21.4447,-157.8378,80.31,66,75,8.05,US,broken clouds
609,Kemijarvi,66.7131,27.4306,57.45,74,100,11.5,FI,overcast clouds
610,Paamiut,61.994,-49.6678,43.25,90,99,8.88,GL,light rain
611,Chikodi,16.4333,74.6,72.07,90,85,9.46,IN,overcast clouds
612,Burriana,39.889,-0.085,77.65,79,25,6.62,ES,scattered clouds
613,Sagarejo,41.734,45.3315,79.23,44,54,6.55,GE,broken clouds
614,Kirakira,-10.4544,161.9205,77.0,85,48,6.13,SB,scattered clouds
615,Redmond,47.674,-122.1215,70.29,69,82,5.01,US,broken clouds
616,Victoria,22.2855,114.1577,84.33,91,100,1.01,HK,light rain
617,Sulangan,11.1373,123.7228,82.0,77,100,7.49,PH,overcast clouds
618,Kenai,60.5544,-151.2583,54.03,91,90,14.97,US,light rain
619,Kununurra,-15.7667,128.7333,55.38,76,0,3.44,AU,clear sky
620,Shache,38.4167,77.2406,75.7,39,100,8.88,CN,overcast clouds
621,Tigil,57.8,158.6667,45.12,88,27,3.2,RU,scattered clouds
622,Comodoro Rivadavia,-45.8667,-67.5,51.66,32,20,8.05,AR,few clouds
623,Abatskoye,56.2875,70.4555,61.86,96,100,7.63,RU,overcast clouds
624,Corner Brook,48.9667,-57.9484,68.13,90,100,5.68,CA,overcast clouds
625,Svetlaya,46.5389,138.3297,58.98,90,100,14.99,RU,overcast clouds
626,Akyab,20.15,92.9,81.18,85,100,3.02,MM,overcast clouds
627,Santa Maria,-29.6842,-53.8069,85.3,39,0,9.22,BR,clear sky
628,Rybachiy,48.7073,44.7449,91.26,17,100,15.03,RU,light rain
629,Alta Floresta,-9.8756,-56.0861,96.62,24,0,2.3,BR,clear sky
630,Bolondron,22.7633,-81.4469,89.8,48,9,6.33,CU,clear sky
631,Palamos,41.8484,3.1291,76.78,65,38,3.38,ES,scattered clouds
632,Carballo,43.213,-8.691,67.06,75,99,3.2,ES,overcast clouds
633,Rawson,-43.3002,-65.1023,51.48,35,0,6.8,AR,clear sky
634,Bandundu,-3.3167,17.3667,84.04,35,90,2.84,CD,overcast clouds
635,San Juan De Los Morros,9.9115,-67.3538,87.78,48,14,3.89,VE,few clouds
636,Asau,46.4333,26.4,71.4,68,1,3.09,RO,light rain
637,Quepos,9.4236,-84.1652,85.3,80,70,5.37,CR,broken clouds
638,Constitucion,-35.3333,-72.4167,53.47,55,100,4.29,CL,overcast clouds
639,Kuytun,54.3419,101.5036,52.41,56,32,1.99,RU,scattered clouds
640,Lubyany,56.0378,51.4,69.44,57,17,4.5,RU,few clouds
641,Pemangkat,1.1667,108.9667,78.06,87,100,4.94,ID,overcast clouds
642,Watertown,42.3709,-71.1828,86.18,68,1,5.01,US,clear sky
643,Coihaique,-45.5752,-72.0662,48.15,53,0,3.44,CL,clear sky
644,Santa Cruz,-17.8,-63.1667,90.86,37,20,25.32,BO,few clouds
645,Praya,14.9215,-23.5087,82.94,74,40,11.5,CV,scattered clouds
646,Virginia Beach,36.8529,-75.978,82.11,71,90,5.75,US,overcast clouds
647,Hami,42.8,93.45,82.8,16,100,9.13,CN,overcast clouds
648,La Romana,18.4273,-68.9728,89.96,62,40,11.5,DO,scattered clouds
649,Mana,5.6592,-53.7767,85.68,68,62,11.21,GF,broken clouds
650,Harper,4.375,-7.7169,77.04,82,28,11.74,LR,scattered clouds
651,Boende,-0.2167,20.8667,76.41,67,72,2.62,CD,broken clouds
652,Arak,34.0917,49.6892,79.77,26,97,5.84,IR,overcast clouds
653,Moussoro,13.6408,16.4901,82.13,66,77,14.09,TD,broken clouds
654,Kasongo-Lunda,-6.4667,16.8167,77.36,33,1,2.39,CD,clear sky
655,Cap Malheureux,-19.9842,57.6142,69.48,89,100,3.0,MU,light rain
656,Uglovka,58.2392,33.5108,60.17,93,100,4.72,RU,overcast clouds
657,Smithers,54.7804,-127.1743,61.12,67,20,2.3,CA,few clouds
658,Santa Comba,43.0331,-8.8093,63.86,72,100,4.21,ES,overcast clouds
659,Luanda,-8.8368,13.2343,73.4,83,0,6.91,AO,clear sky
660,Koudougou,12.25,-2.3667,84.24,60,100,6.78,BF,overcast clouds
661,Ketchikan,55.3422,-131.6461,62.94,75,69,2.06,US,broken clouds
662,La Palma,33.8464,-118.0467,89.73,71,90,5.99,US,overcast clouds
663,Lampazos De Naranjo,27.0167,-100.5167,97.59,31,2,7.78,MX,clear sky
664,Lusaka,-15.4067,28.2871,62.31,32,0,6.67,ZM,clear sky
665,Ongandjera,-17.8833,15.0667,68.77,15,12,8.63,NA,few clouds
666,Boralday,43.3578,76.8594,78.66,24,40,6.71,KZ,scattered clouds
667,Ha Tinh,18.3333,105.9,85.46,67,95,3.44,VN,overcast clouds
668,Zlobin,45.2924,14.6541,72.7,61,20,2.3,HR,few clouds
669,Oussouye,12.485,-16.5469,87.98,82,100,7.61,SN,light rain
670,Brikama,13.2714,-16.6494,84.24,79,75,5.75,GM,broken clouds
671,Alyangula,-13.8483,136.4192,60.67,94,4,0.0,AU,clear sky
